"learn";"get to know or become aware of, usually accidentally";"""I learned that she has two grown-up children""; ""I see that you have been promoted"";";[sound:https://media.signbsl.com/videos/bsl/signstation/learn.mp4];"https://media.signbsl.com/videos/bsl/signstation/learn.mp4";"learn";"https://www.signbsl.com/sign/learn";"1_essential classroom GCSE_vocabulary Signature_Level_1_Award GCSE_vocabulary"
"slowly";"without speed (`slow' is sometimes used informally for `slowly')";"""he spoke slowly""; ""go easy here--the road is slippery""; ""glaciers move tardily""; ""please go slow so I can see the sights"";";[sound:https://media.signbsl.com/videos/bsl/youtube/mp4/eB9aedynocA.mp4];"https://media.signbsl.com/videos/bsl/youtube/mp4/eB9aedynocA.mp4";"slowly";"https://www.signbsl.com/sign/slowly";"1_essential classroom Signature_Level_1_Award"
"pay";"something that remunerates";"""wages were paid by check""; ""he wasted his pay on drink""; ""they saved a quarter of all their earnings"";";[sound:https://media.signbsl.com/videos/bsl/signstation/pay.mp4];"https://media.signbsl.com/videos/bsl/signstation/pay.mp4";"pay";"https://www.signbsl.com/sign/pay";"1_essential number-related"
"number";"the property possessed by a sum or total or indefinite quantity of units or individuals";"""he had a number of chores to do""; ""the number of parameters is small""; ""the figure was about a thousand"";";[sound:https://media.signbsl.com/videos/bsl/signstation/figure.mp4];"https://media.signbsl.com/videos/bsl/signstation/figure.mp4";"number";"https://www.signbsl.com/sign/number";"1_essential number-related"
"me";"used by a speaker to refer to himself or herself as the object of a verb or preposition";"";[sound:https://media.signbsl.com/videos/bsl/signstation/ME.mp4];"https://media.signbsl.com/videos/bsl/signstation/ME.mp4";"me";"https://www.signbsl.com/sign/me";"1_essential basics Signature_Level_1_Award"
"who";"what or which person or people";"""who is that woman?"";";[sound:https://media.signbsl.com/videos/bsl/signstation/WHO.mp4];"https://media.signbsl.com/videos/bsl/signstation/WHO.mp4";"who";"https://www.signbsl.com/sign/who";"1_essential basics GCSE_vocabulary Signature_Level_1_Award"
"easy";"posing no difficulty; requiring little effort";"""an easy job""; ""an easy problem""; ""an easy victory""; ""the house is easy to heat""; ""satisfied with easy answers""; ""took the easy way out of his dilemma"";";[sound:https://media.signbsl.com/videos/bsl/signstation/easy.mp4];"https://media.signbsl.com/videos/bsl/signstation/easy.mp4";"easy";"https://www.signbsl.com/sign/easy";"1_essential basics GCSE_vocabulary Signature_Level_1_Award"
"you";"";"";[sound:https://media.signbsl.com/videos/bsl/signstation/you.mp4];"https://media.signbsl.com/videos/bsl/signstation/you.mp4";"you";"https://www.signbsl.com/sign/you";"1_essential basics"
"think";"recall knowledge from memory; have a recollection";"""I can't remember saying any such thing""; ""I can't think what her last name was""; ""can you remember her phone number?""; ""Do you remember that he once loved you?""; ""call up memories"";";[sound:https://media.signbsl.com/videos/bsl/signstation/remember.mp4];"https://media.signbsl.com/videos/bsl/signstation/remember.mp4";"think";"https://www.signbsl.com/sign/think";"1_essential basics GCSE_vocabulary GCSE_vocabulary"
"weather";"the meteorological conditions: temperature and wind and clouds and precipitation";"""they were hoping for good weather""; ""every day we have weather conditions and yesterday was no exception"";";[sound:https://media.signbsl.com/videos/bsl/signstation/weather.mp4];"https://media.signbsl.com/videos/bsl/signstation/weather.mp4";"weather";"https://www.signbsl.com/sign/weather";"1_essential weather"
"mother";"a woman who has given birth to a child (also used as a term of address to your mother)";"""the mother of three children"";";[sound:https://media.signbsl.com/videos/bsl/signstation/mother.mp4];"https://media.signbsl.com/videos/bsl/signstation/mother.mp4";"mother";"https://www.signbsl.com/sign/mother";"1_essential family GCSE_vocabulary"
"father";"a male parent (also used as a term of address to your father)";"""his father was born in Atlanta"";";[sound:https://media.signbsl.com/videos/bsl/signstation/father.mp4];"https://media.signbsl.com/videos/bsl/signstation/father.mp4";"father";"https://www.signbsl.com/sign/father";"1_essential family GCSE_vocabulary"
"parent";"a father or mother; one who begets or one who gives birth to or nurtures and raises a child; a relative who plays the role of guardian";"";[sound:https://media.signbsl.com/videos/bsl/signstation/parent.mp4];"https://media.signbsl.com/videos/bsl/signstation/parent.mp4";"parents";"https://www.signbsl.com/sign/parents";"1_essential family GCSE_vocabulary"
"child/children";"TRANSLATION NOT FOUND";"";[sound:];"";"";"";"1_essential family NOTFOUND"
"woman";"an adult female person (as opposed to a man)";"""the woman kept house while the man hunted"";";[sound:https://media.signbsl.com/videos/bsl/signstation/woman.mp4];"https://media.signbsl.com/videos/bsl/signstation/woman.mp4";"woman";"https://www.signbsl.com/sign/woman";"1_essential descriptions GCSE_vocabulary"
"man";"an adult male person (as opposed to a woman)";"""there were two women and six men on the bus"";";[sound:https://media.signbsl.com/videos/bsl/signstation/man.mp4];"https://media.signbsl.com/videos/bsl/signstation/man.mp4";"man";"https://www.signbsl.com/sign/man";"1_essential descriptions GCSE_vocabulary"
"baby";"a very young child (birth to 1 year) who has not yet begun to walk or talk";"""isn't she too young to have a baby?"";";[sound:https://media.signbsl.com/videos/bsl/signstation/baby.mp4];"https://media.signbsl.com/videos/bsl/signstation/baby.mp4";"baby";"https://www.signbsl.com/sign/baby";"1_essential descriptions GCSE_vocabulary"
"adult";"any mature animal";"";[sound:https://media.signbsl.com/videos/bsl/signstation/adult.mp4];"https://media.signbsl.com/videos/bsl/signstation/adult.mp4";"adult";"https://www.signbsl.com/sign/adult";"1_essential descriptions"
"deaf";"people who have severe hearing impairments";"""many of the deaf use sign language"";";[sound:https://media.signbsl.com/videos/bsl/signstation/deaf.mp4];"https://media.signbsl.com/videos/bsl/signstation/deaf.mp4";"deaf";"https://www.signbsl.com/sign/deaf";"1_essential descriptions GCSE_vocabulary Signature_Level_1_Award"
"hearing";"able to perceive sound";"";[sound:https://media.signbsl.com/videos/bsl/signstation/101-06-1372.mp4];"https://media.signbsl.com/videos/bsl/signstation/101-06-1372.mp4";"hearing";"https://www.signbsl.com/sign/hearing";"1_essential descriptions GCSE_vocabulary Signature_Level_1_Award"
"deafened";"caused to hear poorly or not at all";"";[sound:https://media.signbsl.com/videos/bsl/signmonkey/mp4/deafened.mp4];"https://media.signbsl.com/videos/bsl/signmonkey/mp4/deafened.mp4";"deafened";"https://www.signbsl.com/sign/deafened";"1_essential descriptions Signature_Level_1_Award"
"sign language";"TRANSLATION NOT FOUND";"";[sound:];"";"";"";"1_essential descriptions NOTFOUND"
"year";"a period of time containing 365 (or 366) days";"""she is 4 years old""; ""in the year 1920"";";[sound:https://media.signbsl.com/videos/bsl/signstation/year.mp4];"https://media.signbsl.com/videos/bsl/signstation/year.mp4";"year";"https://www.signbsl.com/sign/year";"1_essential calendar GCSE_vocabulary Signature_Level_1_Award"
"this";"";"";[sound:https://media.signbsl.com/videos/bsl/signstation/this.mp4];"https://media.signbsl.com/videos/bsl/signstation/this.mp4";"this";"https://www.signbsl.com/sign/this";"1_essential calendar"
"date";"a particular day specified as the time something will happen";"""the date of the election is set by law"";";[sound:https://media.signbsl.com/videos/bsl/signstation/date.mp4];"https://media.signbsl.com/videos/bsl/signstation/date.mp4";"date";"https://www.signbsl.com/sign/date";"1_essential calendar GCSE_vocabulary"
"month";"one of the twelve divisions of the calendar year";"""he paid the bill last month"";";[sound:https://media.signbsl.com/videos/bsl/signstation/month.mp4];"https://media.signbsl.com/videos/bsl/signstation/month.mp4";"month";"https://www.signbsl.com/sign/month";"1_essential calendar GCSE_vocabulary Signature_Level_1_Award"
"birthday";"an anniversary of the day on which a person was born (or the celebration of it)";"";[sound:https://media.signbsl.com/videos/bsl/signstation/birthday.mp4];"https://media.signbsl.com/videos/bsl/signstation/birthday.mp4";"birthday";"https://www.signbsl.com/sign/birthday";"1_essential calendar"
"today";"the present time or age";"""the world of today""; ""today we have computers"";";[sound:https://media.signbsl.com/videos/bsl/signstation/today.mp4];"https://media.signbsl.com/videos/bsl/signstation/today.mp4";"today";"https://www.signbsl.com/sign/today";"1_essential calendar GCSE_vocabulary"
"now";"without delay or hesitation; with no time intervening";"""he answered immediately""; ""found an answer straightaway""; ""an official accused of dishonesty should be suspended forthwith""; ""Come here now!"";";[sound:https://media.signbsl.com/videos/bsl/signstation/101-06-1115.mp4];"https://media.signbsl.com/videos/bsl/signstation/101-06-1115.mp4";"now";"https://www.signbsl.com/sign/now";"1_essential calendar"
"never";"not ever; at no time in the past or future";"""I have never been to China""; ""I shall never forget this day""; ""had never seen a circus""; ""never on Sunday""; ""I will never marry you!"";";[sound:https://media.signbsl.com/videos/bsl/signstation/never.mp4];"https://media.signbsl.com/videos/bsl/signstation/never.mp4";"never";"https://www.signbsl.com/sign/never";"1_essential calendar"
"first";"preceding all others in time or space or degree";"""the first house on the right""; ""the first day of spring""; ""his first political race""; ""her first baby""; ""the first time""; ""the first meetings of the new party""; ""the first phase of his training"";";[sound:https://media.signbsl.com/videos/bsl/signstation/first.mp4];"https://media.signbsl.com/videos/bsl/signstation/first.mp4";"first";"https://www.signbsl.com/sign/first";"1_essential calendar GCSE_vocabulary Signature_Level_1_Award"
"possible";"capable of happening or existing";"""a breakthrough may be possible next year""; ""anything is possible""; ""warned of possible consequences"";";[sound:https://media.signbsl.com/videos/bsl/signstation/possible.mp4];"https://media.signbsl.com/videos/bsl/signstation/possible.mp4";"possible";"https://www.signbsl.com/sign/possible";"2_veryfreq basics"
"trousers";"(usually in the plural) a garment extending from the waist to the knee or ankle, covering each leg separately";"""he had a sharp crease in his trousers"";";[sound:https://media.signbsl.com/videos/bsl/signstation/trousers.mp4];"https://media.signbsl.com/videos/bsl/signstation/trousers.mp4";"trousers";"https://www.signbsl.com/sign/trousers";"2_veryfreq clothes GCSE_vocabulary"
"shoes";"footwear shaped to fit the foot (below the ankle) with a flexible upper of leather or plastic and a sole and heel of heavier material";"";[sound:https://media.signbsl.com/videos/bsl/signstation/shoe.mp4];"https://media.signbsl.com/videos/bsl/signstation/shoe.mp4";"shoes";"https://www.signbsl.com/sign/shoes";"2_veryfreq clothes"
"toilet";"a plumbing fixture for defecation and urination";"";[sound:https://media.signbsl.com/videos/bsl/signstation/toilet.mp4];"https://media.signbsl.com/videos/bsl/signstation/toilet.mp4";"toilet";"https://www.signbsl.com/sign/toilet";"2_veryfreq directions Signature_Level_1_Award"
"up";"spatially or metaphorically from a lower to a higher position";"""look up!""; ""the music surged up""; ""the fragments flew upwards""; ""prices soared upwards""; ""upwardly mobile"";";[sound:https://media.signbsl.com/videos/bsl/signstation/up.mp4];"https://media.signbsl.com/videos/bsl/signstation/up.mp4";"up";"https://www.signbsl.com/sign/up";"2_veryfreq directions"
"down";"low in spirits";"""lonely and blue in a strange city""; ""depressed by the loss of his job""; ""a dispirited and resigned expression on her face""; ""downcast after his defeat""; ""feeling discouraged and downhearted"";";[sound:https://media.signbsl.com/videos/bsl/signstation/depressed.mp4];"https://media.signbsl.com/videos/bsl/signstation/depressed.mp4";"down";"https://www.signbsl.com/sign/down";"2_veryfreq directions"
"floor";"the inside lower horizontal surface (as of a room or hallway)";"""they needed rugs to cover the bare floors"";";[sound:https://media.signbsl.com/videos/bsl/signstation/floor.mp4];"https://media.signbsl.com/videos/bsl/signstation/floor.mp4";"floor";"https://www.signbsl.com/sign/floor";"2_veryfreq directions"
"ask";"inquire about";"""I asked about their special today""; ""He had to ask directions several times"";";[sound:https://media.signbsl.com/videos/bsl/signstation/ask.mp4];"https://media.signbsl.com/videos/bsl/signstation/ask.mp4";"ask";"https://www.signbsl.com/sign/ask";"2_veryfreq directions GCSE_vocabulary Signature_Level_1_Award"
"go";"change location; move, travel, or proceed";"""How fast does your new car go?""; ""We travelled from Rome to Naples by bus""; ""The policemen went from door to door looking for the suspect""; ""The soldiers moved towards the city in an attempt to take it before ni;";[sound:https://media.signbsl.com/videos/bsl/signstation/go.mp4];"https://media.signbsl.com/videos/bsl/signstation/go.mp4";"go";"https://www.signbsl.com/sign/go";"2_veryfreq directions GCSE_vocabulary Signature_Level_1_Award"
"left";"being or located on or directed toward the side of the body to the west when facing north";"""my left hand""; ""left center field""; ""the left bank of a river is bank on your left side when you are facing downstream"";";[sound:https://media.signbsl.com/videos/bsl/signstation/left.mp4];"https://media.signbsl.com/videos/bsl/signstation/left.mp4";"left";"https://www.signbsl.com/sign/left";"2_veryfreq directions GCSE_vocabulary Signature_Level_1_Award"
"right";"being or located on or directed toward the side of the body to the east when facing north";"""my right hand""; ""right center field""; ""a right-hand turn""; ""the right bank of a river is the bank on your right side when you are facing downstream"";";[sound:https://media.signbsl.com/videos/bsl/signstation/right.mp4];"https://media.signbsl.com/videos/bsl/signstation/right.mp4";"right";"https://www.signbsl.com/sign/right";"2_veryfreq directions GCSE_vocabulary Signature_Level_1_Award"
"kitchen";"a room equipped for preparing meals";"";[sound:https://media.signbsl.com/videos/bsl/signstation/kitchen.mp4];"https://media.signbsl.com/videos/bsl/signstation/kitchen.mp4";"kitchen";"https://www.signbsl.com/sign/kitchen";"2_veryfreq directions"
"haven't seen you in ages";"TRANSLATION NOT FOUND";"";[sound:];"";"";"";"2_veryfreq basics NOTFOUND"
"nice to meet you";"TRANSLATION NOT FOUND";"";[sound:];"";"";"";"2_veryfreq basics NOTFOUND"
"see you later";"TRANSLATION NOT FOUND";"";[sound:];"";"";"";"2_veryfreq basics NOTFOUND"
"see you again";"TRANSLATION NOT FOUND";"";[sound:];"";"";"";"2_veryfreq basics NOTFOUND"
"watch me";"TRANSLATION NOT FOUND";"";[sound:];"";"";"";"2_veryfreq classroom NOTFOUND"
"next";"nearest in space or position; immediately adjoining without intervening space";"""had adjacent rooms""; ""in the next room""; ""the person sitting next to me""; ""our rooms were side by side"";";[sound:https://media.signbsl.com/videos/bsl/signstation/next.mp4];"https://media.signbsl.com/videos/bsl/signstation/next.mp4";"next";"https://www.signbsl.com/sign/next";"2_veryfreq classroom"
"stop";"have an end, in a temporal, spatial, or quantitative sense; either spatial or metaphorical";"""the bronchioles terminate in a capillary bed""; ""Your rights stop where you infringe upon the rights of other""; ""My property ends by the bushes""; ""The symphony end;";[sound:https://media.signbsl.com/videos/bsl/signstation/end.mp4];"https://media.signbsl.com/videos/bsl/signstation/end.mp4";"stop";"https://www.signbsl.com/sign/stop";"2_veryfreq classroom GCSE_vocabulary GCSE_vocabulary"
"finish";"have an end, in a temporal, spatial, or quantitative sense; either spatial or metaphorical";"""the bronchioles terminate in a capillary bed""; ""Your rights stop where you infringe upon the rights of other""; ""My property ends by the bushes""; ""The symphony end;";[sound:https://media.signbsl.com/videos/bsl/signstation/end.mp4];"https://media.signbsl.com/videos/bsl/signstation/end.mp4";"finish";"https://www.signbsl.com/sign/finish";"2_veryfreq classroom GCSE_vocabulary"
"again";"anew";"""she tried again""; ""they rehearsed the scene again"";";[sound:https://media.signbsl.com/videos/bsl/signstation/again.mp4];"https://media.signbsl.com/videos/bsl/signstation/again.mp4";"again";"https://www.signbsl.com/sign/again";"2_veryfreq classroom GCSE_vocabulary"
"lip pattern";"TRANSLATION NOT FOUND";"";[sound:];"";"";"";"2_veryfreq classroom NOTFOUND"
"try";"earnest and conscientious activity intended to do or accomplish something";"""made an effort to cover all the reading material""; ""wished him luck in his endeavor""; ""she gave it a good try"";";[sound:https://media.signbsl.com/videos/bsl/signstation/effort.mp4];"https://media.signbsl.com/videos/bsl/signstation/effort.mp4";"try";"https://www.signbsl.com/sign/try";"2_veryfreq classroom"
"practice";"learn by repetition";"""We drilled French verbs every day""; ""Pianists practice scales"";";[sound:https://media.signbsl.com/videos/bsl/signstation/exercise.mp4];"https://media.signbsl.com/videos/bsl/signstation/exercise.mp4";"practice";"https://www.signbsl.com/sign/practice";"2_veryfreq classroom"
"money";"the most common medium of exchange; functions as legal tender";"""we tried to collect the money he owed us"";";[sound:https://media.signbsl.com/videos/bsl/signstation/money.mp4];"https://media.signbsl.com/videos/bsl/signstation/money.mp4";"money";"https://www.signbsl.com/sign/money";"2_veryfreq number-related GCSE_vocabulary"
"cheap";"relatively low in price or charging low prices";"""it would have been cheap at twice the price""; ""inexpensive family restaurants"";";[sound:https://media.signbsl.com/videos/bsl/signstation/cheap.mp4];"https://media.signbsl.com/videos/bsl/signstation/cheap.mp4";"cheap";"https://www.signbsl.com/sign/cheap";"2_veryfreq number-related"
"add";"make an addition (to); join or combine or unite with others; increase the quality, quantity, zise or scope of";"""We added two students to that dorm room""; ""She added a personal note to her letter""; ""Add insult to injury""; ""Add some extra plates to the dinn;";[sound:https://media.signbsl.com/videos/bsl/signstation/add.mp4];"https://media.signbsl.com/videos/bsl/signstation/add.mp4";"add";"https://www.signbsl.com/sign/add";"2_veryfreq number-related"
"minus";"an arithmetic operation in which the difference between two numbers is calculated";"""the subtraction of three from four leaves one""; ""four minus three equals one"";";[sound:https://media.signbsl.com/videos/wolver/mp4/eng_minus_8922.mp4];"https://media.signbsl.com/videos/wolver/mp4/eng_minus_8922.mp4";"minus";"https://www.signbsl.com/sign/minus";"2_veryfreq number-related"
"divide";"separate into parts or portions";"""divide the cake into three equal parts""; ""The British carved up the Ottoman Empire after World War I"";";[sound:https://media.signbsl.com/videos/bsl/signstation/split.mp4];"https://media.signbsl.com/videos/bsl/signstation/split.mp4";"divide";"https://www.signbsl.com/sign/divide";"2_veryfreq number-related"
"multiply";"combine by multiplication";"""multiply 10 by 15"";";[sound:https://media.signbsl.com/videos/bsl/signstation/multiply.mp4];"https://media.signbsl.com/videos/bsl/signstation/multiply.mp4";"multiply";"https://www.signbsl.com/sign/multiply";"2_veryfreq number-related"
"pound";"the basic unit of money in Great Britain; equal to 100 pence";"";[sound:https://media.signbsl.com/videos/bsl/signmonkey/mp4/pound.mp4];"https://media.signbsl.com/videos/bsl/signmonkey/mp4/pound.mp4";"pound";"https://www.signbsl.com/sign/pound";"2_veryfreq number-related GCSE_vocabulary Signature_Level_1_Award"
"pence";"";"";[sound:https://media.signbsl.com/videos/bsl/signstation/pence.mp4];"https://media.signbsl.com/videos/bsl/signstation/pence.mp4";"pence";"https://www.signbsl.com/sign/pence";"2_veryfreq number-related"
"on";"with a forward motion";"""we drove along admiring the view""; ""the horse trotted along at a steady pace""; ""the circus traveled on to the next city""; ""move along""; ""march on"";";[sound:https://media.signbsl.com/videos/bsl/signstation/on.mp4];"https://media.signbsl.com/videos/bsl/signstation/on.mp4";"on";"https://www.signbsl.com/sign/on";"2_veryfreq prepositions"
"under";"located below or beneath something else";"""nether garments""; ""the under parts of a machine"";";[sound:https://media.signbsl.com/videos/bsl/signstation/under.mp4];"https://media.signbsl.com/videos/bsl/signstation/under.mp4";"under";"https://www.signbsl.com/sign/under";"2_veryfreq prepositions"
"in";"inside an enclosed space";"";[sound:https://media.signbsl.com/videos/bsl/signstation/IN.mp4];"https://media.signbsl.com/videos/bsl/signstation/IN.mp4";"in";"https://www.signbsl.com/sign/in";"2_veryfreq prepositions"
"beside";"TRANSLATION NOT FOUND";"";[sound:];"";"";"";"2_veryfreq prepositions NOTFOUND"
"behind";"in or to or toward the rear";"""he followed behind""; ""seen from behind, the house is more imposing than it is from the front""; ""the final runners were far behind"";";[sound:https://media.signbsl.com/videos/bsl/signstation/behind.mp4];"https://media.signbsl.com/videos/bsl/signstation/behind.mp4";"behind";"https://www.signbsl.com/sign/behind";"2_veryfreq prepositions"
"in front";"TRANSLATION NOT FOUND";"";[sound:];"";"";"";"2_veryfreq prepositions NOTFOUND"
"sunny";"abounding with sunlight";"""a bright sunny day""; ""one shining norming""- John Muir; ""when it is warm and shiny"";";[sound:https://media.signbsl.com/videos/bsl/signstation/sunny.mp4];"https://media.signbsl.com/videos/bsl/signstation/sunny.mp4";"sunny";"https://www.signbsl.com/sign/sunny";"2_veryfreq weather Signature_Level_1_Award"
"rain";"precipitate as rain";"""If it rains much more, we can expect some flooding"";";[sound:https://media.signbsl.com/videos/bsl/signstation/rain.mp4];"https://media.signbsl.com/videos/bsl/signstation/rain.mp4";"rain";"https://www.signbsl.com/sign/rain";"2_veryfreq weather Signature_Level_1_Award"
"cloudy";"full of or covered with clouds";"""cloudy skies"";";[sound:https://media.signbsl.com/videos/bsl/signstation/cloudy.mp4];"https://media.signbsl.com/videos/bsl/signstation/cloudy.mp4";"cloudy";"https://www.signbsl.com/sign/cloudy";"2_veryfreq weather Signature_Level_1_Award"
"cold";"the sensation produced by low temperatures";"""he shivered from the cold""; ""the cold helped clear his head"";";[sound:https://media.signbsl.com/videos/bsl/signstation/101-06-1008.mp4];"https://media.signbsl.com/videos/bsl/signstation/101-06-1008.mp4";"cold";"https://www.signbsl.com/sign/cold";"2_veryfreq weather Signature_Level_1_Award"
"dry";"free from liquid or moisture; lacking natural or normal moisture or depleted of water; or no longer wet";"""dry land""; ""dry clothes""; ""a dry climate""; ""dry splintery boards""; ""a dry river bed""; ""the paint is dry"";";[sound:https://media.signbsl.com/videos/bsl/signstation/dry.mp4];"https://media.signbsl.com/videos/bsl/signstation/dry.mp4";"dry";"https://www.signbsl.com/sign/dry";"2_veryfreq weather Signature_Level_1_Award"
"wet";"wetness caused by water";"""drops of wet gleamed on the window"";";[sound:https://media.signbsl.com/videos/bsl/signstation/wet.mp4];"https://media.signbsl.com/videos/bsl/signstation/wet.mp4";"wet";"https://www.signbsl.com/sign/wet";"2_veryfreq weather"
"rainbow";"an arc of colored light in the sky caused by refraction of the sun's rays by rain";"";[sound:https://media.signbsl.com/videos/bsl/signstation/rainbow.mp4];"https://media.signbsl.com/videos/bsl/signstation/rainbow.mp4";"rainbow";"https://www.signbsl.com/sign/rainbow";"2_veryfreq weather"
"boy";"a male human offspring";"""their son became a famous judge""; ""his boy is taller than he is"";";[sound:https://media.signbsl.com/videos/bsl/signstation/boy.mp4];"https://media.signbsl.com/videos/bsl/signstation/boy.mp4";"boy";"https://www.signbsl.com/sign/boy";"2_veryfreq family GCSE_vocabulary"
"girl";"a female human offspring";"""her daughter cared for her in her old age"";";[sound:https://media.signbsl.com/videos/bsl/signstation/girl.mp4];"https://media.signbsl.com/videos/bsl/signstation/girl.mp4";"girl";"https://www.signbsl.com/sign/girl";"2_veryfreq family GCSE_vocabulary"
"husband";"a married man; a woman's partner in marriage";"";[sound:https://media.signbsl.com/videos/bsl/signstation/husband.mp4];"https://media.signbsl.com/videos/bsl/signstation/husband.mp4";"husband";"https://www.signbsl.com/sign/husband";"2_veryfreq family"
